routeCode,origin,destination,distanceKm
RT39353,CPT,KTM,9816
RT39354,BSB,CMB,14260
RT39355,SGN,WAW,8766
RT39356,SJJ,CLT,8037
RT39357,TUS,EZE,9237
RT39358,ANC,ZAG,8060
RT39359,MIA,PER,18293
RT39360,FCO,DMK,8848
RT39361,CUN,GVA,8557
RT39362,HND,GIG,18568
RT39363,MCO,CGN,7494
RT39364,TIA,SJC,10428
RT39365,ATH,PHX,10866
RT39366,HKG,CAI,8101
RT39367,DFW,DMK,14482
RT39368,SAN,BFS,8286
RT39369,HER,WUH,8013
RT39370,MCO,OVB,10610
RT39371,BCN,BUR,9649
RT39372,CMH,JNB,13574
RT39373,BOD,ATL,6996
RT39374,OTP,ABQ,9960
RT39375,SZX,RTM,9276
RT39376,KIX,DCA,11214
RT39377,CLE,AMM,9689
RT39378,HAM,ADL,15547
RT39379,MRU,ALG,8541
RT39380,CTA,CVG,8205
RT39381,LJU,DSS,4572
RT39382,LIN,GIG,9259
RT39383,CEB,SOF,10079
RT39384,DFW,OPO,7550
RT39385,ABQ,TIA,9905
RT39386,NCL,NRT,9287
RT39387,TFS,LAS,8916
RT39388,CGK,EZE,15204
RT39389,HER,KTM,5681
RT39390,GVA,PIT,6653
RT39391,UIO,MCI,4689
RT39392,AGP,CLT,6686
RT39393,IST,SAT,10456
RT39394,PNH,TLL,8339
RT39395,PER,AMS,14157
RT39396,ZAG,LIH,12470
RT39397,LOS,SDQ,7986
RT39398,WLG,VLC,19566
RT39399,TXL,DKR,5003
RT39400,CMN,DUR,8101
RT39401,SNA,NAS,4005
RT39402,CKG,CDG,8493
RT39403,LYS,NAN,16825
RT39404,KTM,UIO,16491
RT39405,ITO,TLL,11215
RT39406,ORD,DEL,12022
RT39407,AUH,AMS,5191
RT39408,BUD,SSA,8797
RT39409,ADL,SMF,13109
RT39410,BRS,POA,10212
RT39411,KHH,LED,7857
RT39412,MSP,LGW,6478
RT39413,TIA,GUM,11715
RT39414,CUN,ZAG,9297
RT39415,DEL,MAD,7254
RT39416,FCO,CGO,8374
RT39417,DME,TNR,8300
RT39418,PEK,IND,10843
RT39419,KHH,STR,9569
RT39420,DAC,MEL,8893
RT39421,NBO,BER,6358
RT39422,URC,NRT,4522
RT39423,OVB,MSP,8900
RT39424,GUM,ARN,10604
RT39425,DUS,SNA,9132
RT39426,REC,SEA,10476
RT39427,AMM,RDU,9884
RT39428,DME,HBA,14942
RT39429,PNH,ELP,14159
RT39430,MRS,DMK,9375
RT39431,JNB,RTM,8988
RT39432,ABQ,TLS,8638
RT39433,LIS,LIM,9013
RT39434,SNA,TBS,11455
RT39435,BWI,NTE,5915
RT39436,NRT,SNA,8815
RT39437,NTE,PER,14557
RT39438,DFW,ATH,10052
RT39439,LXZ,ALG,7929
RT39440,CEB,TXL,10449
RT39441,OVB,IST,4159
RT39442,ONT,WDH,15469
RT39443,CEB,SMF,11327
RT39444,DSS,GDL,9059
RT39445,MSY,TFS,7035
RT39446,HAN,STL,13138
RT39447,LIH,BNE,7498
RT39448,ICN,ALC,9995
RT39449,CLT,TBS,9844
RT39450,ADL,HGH,7490
RT39451,TPE,LHR,9783
RT39452,KWI,OPO,5220
RT39453,CTA,PTY,9783
RT39454,TIJ,KMG,12336
RT39455,DRW,TPA,16141
RT39456,ORD,CNS,14234
RT39457,MCT,BEL,11774
RT39458,LIM,CTA,11007
RT39459,MIA,SKG,9204
RT39460,KHI,LAS,13228
RT39461,RIX,DPS,10894
RT39462,HGH,ABJ,12906
RT39463,IKA,FOR,10222
RT39464,MAD,ABQ,8513
RT39465,GLA,FOC,9502
RT39466,GIG,PIT,8010
RT39467,BOS,OVB,8903
RT39468,RIX,UPG,10817
RT39469,FCO,BNA,8068
RT39470,MPM,EIN,9005
RT39471,XIY,VLC,9047
RT39472,BUR,GYE,5699
RT39473,SZX,SJO,15889
RT39474,PER,GYE,15871
RT39475,NCE,WUH,8907
RT39476,UIO,BLQ,9989
RT39477,LAD,EIN,6748
RT39478,LAS,SZX,11702
RT39479,BNA,CMB,14999
RT39480,NAS,CNS,15457
RT39481,EVN,SAN,11692
RT39482,LIM,PER,14932
RT39483,CKG,BWI,12346
RT39484,ITO,MVD,12041
RT39485,SYD,TPE,7284
RT39486,TIA,CGK,10203
RT39487,LAX,ZAG,10044
RT39488,EDI,KHH,9808
RT39489,MEL,XIY,8842
RT39490,BEY,SAT,11468
RT39491,CMH,HBA,15863
RT39492,GUM,EIN,11801
RT39493,GRU,SZX,17997
RT39494,KHI,LUN,6133
RT39495,REC,ZNZ,8171
RT39496,EDI,MTY,8058
RT39497,KHH,VVI,19356
RT39498,DSS,PVG,13290
RT39499,CNS,ABJ,16469
RT39500,ELP,PRG,9199
RT39501,PRG,PKX,7497
RT39502,DEL,UPG,5880
RT39503,LAD,TLV,5091
RT39504,MVD,MCI,9151
RT39505,HRE,KRK,7643
RT39506,KHH,SVX,6083
RT39507,HGH,SOF,8306
RT39508,ADL,KHI,10031
RT39509,CPT,SYD,10989
RT39510,OTP,LIM,11983
RT39511,TBS,AUS,11152
RT39512,SIN,MXP,10307
RT39513,FOR,DEN,8281
RT39514,KHH,OSL,8842
RT39515,SOF,OGG,12943
RT39516,BAH,STR,4343
RT39517,OVB,CNF,14086
RT39518,SDQ,OSL,7729
RT39519,SMF,FCO,9919
RT39520,BLR,YVR,12780
RT39521,ANC,BHX,7070
RT39522,SSA,LHR,8036
RT39523,VVI,LHE,15485
RT39524,GLA,SZX,9538
RT39525,PDX,ATH,10143
RT39526,VTE,VNO,7571
RT39527,MAO,KBP,10334
RT39528,SJC,KWL,11189
RT39529,DFW,AMS,7900
RT39530,SNA,MXP,9692
RT39531,WLG,NRT,9266
RT39532,GYE,SZX,17300
RT39533,TPE,LJU,9207
RT39534,DSS,MCO,6742
RT39535,MAN,PHL,5511
RT39536,SEA,GYD,10209
RT39537,MEL,HEL,15185
RT39538,TPA,OTP,9187
RT39539,PVG,VIE,8497
RT39540,ALC,GIG,8121
RT39541,ITO,GYD,12836
RT39542,HGH,OGG,8225
RT39543,DME,SYD,14479
RT39544,STR,UPG,11913
RT39545,BOS,SUB,16107
RT39546,ASU,MAN,10226
RT39547,IAH,DME,9532
RT39548,SVO,CPT,10159
RT39549,DKR,DUR,7174
RT39550,BAH,PUJ,11756
RT39551,AMM,UIO,12298
RT39552,STR,SZX,9140
RT39553,AUH,PER,9035
RT39554,DCA,NCL,5690
RT39555,CMN,ABQ,8668
RT39556,DAR,VVI,11069
RT39557,TLL,SEZ,7620
RT39558,VVI,AKL,11431
RT39559,GUM,SEZ,10050
RT39560,OAK,FAO,9312
RT39561,SFO,LIS,9121
RT39562,STR,VTE,8754
RT39563,OGG,RGN,11057
RT39564,GIG,CMH,8102
RT39565,MTY,MSQ,9857
RT39566,KHH,FOR,16926
RT39567,BEG,BEL,8465
RT39568,ELP,OGG,5087
RT39569,PER,NCL,14593
RT39570,BUR,HEL,8984
RT39571,YYZ,CEB,13554
RT39572,LAX,ALC,9741
RT39573,VVI,VTE,18500
RT39574,KIN,SHA,14218
RT39575,NRT,RUH,8723
RT39576,BWN,IAH,14967
RT39577,LGA,BWN,14852
RT39578,ZAG,DPS,11407
RT39579,GYE,LHE,15780
RT39580,GLA,RUN,10215
RT39581,PEK,DXB,5844
RT39582,HAM,HRE,8209
RT39583,ZAG,KOA,12690
RT39584,KIN,RIX,8976
RT39585,SIN,DUB,11207
RT39586,MCI,BGY,7942
RT39587,ADL,BAH,11463
RT39588,WUH,PRG,8083
RT39589,TLV,DEN,11003
RT39590,GRU,SVX,13211
RT39591,BWN,ABJ,13131
RT39592,EZE,ELP,8936
RT39593,LGA,HYD,12958
RT39594,CEB,MCO,14921
RT39595,ITO,UIO,8620
RT39596,BUD,MIA,8597
RT39597,SNA,KWI,12863
RT39598,OTP,ORD,8371
RT39599,CWB,KUL,16001
RT39600,DSS,BNE,18274
RT39601,ACC,CWB,6320
RT39602,TLV,OGG,14011
RT39603,LIH,KWL,9046
RT39604,NAN,MPM,13850
RT39605,SKG,MEL,15080
RT39606,SZX,SEZ,7018
RT39607,RUN,OSL,9864
RT39608,SCL,NAP,11989
RT39609,BLQ,FOC,9339
RT39610,STR,CHC,18607
RT39611,DEN,CGK,15131
RT39612,LED,BOI,8121
RT39613,SAT,DME,9700
RT39614,ABQ,EIN,8344
RT39615,PKX,LED,6097
RT39616,NBO,ANC,13333
RT39617,VIE,HGH,8486
RT39618,SJO,BAH,13686
RT39619,CPH,POA,11269
RT39620,BER,SAT,8779
RT39621,LOS,LGA,8453
RT39622,KOA,DEN,5351
RT39623,CDG,PSP,9012
RT39624,WUH,PRG,8083
RT39625,SJO,KOA,7745
RT39626,CGO,NAP,8286
RT39627,LUN,ABJ,4237
RT39628,TLS,ADL,16249
RT39629,KMG,LAS,12124
RT39630,WDH,DSS,5587
RT39631,REP,ITO,10636
RT39632,IAD,DUR,13536
RT39633,CAI,GDL,12587
RT39634,LIH,DAC,10918
RT39635,SZX,REC,16307
RT39636,IKA,BOG,12781
RT39637,HER,DKR,4819
RT39638,LUN,TUS,15514
RT39639,SFO,KHH,10650
RT39640,CTU,BFS,8441
RT39641,CUN,BRU,8301
RT39642,DUR,BOD,8883
RT39643,PHL,BRU,6035
RT39644,SNA,KWL,11738
RT39645,PSP,NBO,15464
RT39646,ORD,SOF,8365
RT39647,PKX,LAS,10089
RT39648,BHX,TPE,9780
RT39649,GUM,GYE,14945
RT39650,CVG,CNS,14571
RT39651,DEL,EWR,11765
RT39652,SYD,VLC,17426
RT39653,TUS,SDQ,4388
RT39654,NAP,KOA,13200
RT39655,SNA,AMM,12244
RT39656,SJC,PEK,9541
RT39657,SHA,DRW,4955
RT39658,LED,KOA,11152
RT39659,ATL,BUD,8233
RT39660,LIS,SUB,13264
RT39661,ZAG,WLG,18238
RT39662,SCL,DCA,8059
RT39663,BOS,VTE,13271
RT39664,CHC,KMG,10409
RT39665,SVX,MCO,9896
RT39666,LTN,YUL,5202
RT39667,IAD,CAN,12992
RT39668,FOR,PVG,16341
RT39669,SOF,SYD,15429
RT39670,LAD,PNH,10377
RT39671,ZNZ,SKP,5647
RT39672,DSS,ADL,16694
RT39673,MIA,TBS,10637
RT39674,FRA,IAH,8402
RT39675,YYZ,DRW,15478
RT39676,TLL,REC,9163
RT39677,KOA,DEL,12179
RT39678,AGP,SNA,9583
RT39679,KMG,SYD,8309
RT39680,BSB,MXP,8891
RT39681,HBA,ATL,15439
RT39682,PPT,RTM,15565
RT39683,RIX,AKL,16927
RT39684,LAX,GMP,9596
RT39685,CMN,CLT,6578
RT39686,REP,MRU,6291
RT39687,KHH,DAR,9400
RT39688,BOI,UIO,6139
RT39689,SJJ,GUM,11653
RT39690,LTN,WUH,8841
RT39691,NBO,MIA,12780
RT39692,RTM,KHH,9665
RT39693,KIX,PPT,9809
RT39694,JNB,CSX,10894
RT39695,ACC,BOM,8023
RT39696,CVG,SYD,15069
RT39697,KOA,BKK,10831
RT39698,PNH,MCI,14009
RT39699,PVG,ITO,8261
RT39700,CTU,TLS,8625
RT39701,MIA,BWN,16223
RT39702,BOM,PKX,4732
RT39703,JFK,BUD,7015
RT39704,SMF,LIN,9451
RT39705,BER,MEL,15949
RT39706,ABJ,RIX,6242
RT39707,LGW,BOS,5269
RT39708,BGY,NAN,16710
RT39709,GMP,MXP,8887
RT39710,UIO,ATH,11092
RT39711,MCO,HEL,8122
RT39712,CPT,EDI,10213
RT39713,ADL,BSL,15764
RT39714,LAS,SKP,10288
RT39715,LED,NAN,14652
RT39716,ADL,ZAG,15103
RT39717,SLC,RIX,8394
RT39718,SUB,RIX,10622
RT39719,YYZ,TNR,14395
RT39720,EZE,TUS,9237
RT39721,SIN,GVA,10502
RT39722,SVO,HRE,8239
RT39723,RUN,CEB,8242
RT39724,DSS,ORD,7347
RT39725,DAR,YUL,12331
RT39726,TIA,URC,5387
RT39727,BSB,HYD,14312
RT39728,ADD,DSS,6099
RT39729,SSA,AMS,8342
RT39730,CWB,JED,10868
RT39731,YVR,CEB,10736
RT39732,PPT,VVO,10428
RT39733,DKR,ARN,5764
RT39734,LHR,UIO,9184
RT39735,MIA,BUD,8597
RT39736,MVD,BCN,10334
RT39737,ZAG,HND,9361
RT39738,SAW,SFO,10821
RT39739,MEL,OVB,11874
RT39740,MRU,DKR,9092
RT39741,LPL,JED,4990
RT39742,GDL,DUR,15345
RT39743,ABQ,CPH,8412
RT39744,HKG,CHC,9444
RT39745,EWR,HAN,13131
RT39746,HND,YUL,10397
RT39747,SEA,CPT,16443
RT39748,DAC,MXP,7512
RT39749,VVO,NAN,8217
RT39750,IAH,MCT,13425
RT39751,MSY,IKA,11696
RT39752,BWI,LIH,7877
RT39753,MUC,LOS,4713
RT39754,NAN,SNA,8920
RT39755,LUN,PPT,16351
RT39756,EZE,HGH,19495
RT39757,NRT,BRU,9454
RT39758,PUJ,OTP,8912
RT39759,CKG,BOG,16186
RT39760,BGY,FOC,9379
RT39761,LAD,DEN,13007
RT39762,JFK,LIS,5404
RT39763,GYE,MPM,12128
RT39764,AMS,SUB,11876
RT39765,BHX,LUN,8077
RT39766,ICN,PTY,14184
RT39767,DKR,NAN,18386
RT39768,MNL,PRG,9923
RT39769,MTY,GIG,8164
RT39770,CAI,CMB,5652
RT39771,HKG,MCO,14141
RT39772,SNA,CAN,11675
RT39773,PMI,CLE,6848
RT39774,SEA,ADL,13418
RT39775,CPT,BCN,8538
RT39776,GIG,NBO,8944
RT39777,ALG,CMB,8344
RT39778,GUM,LTN,12011
RT39779,LIH,SDQ,9219
RT39780,DVO,ACC,13838
RT39781,CDG,DEN,7833
RT39782,ZNZ,BUR,16143
RT39783,GDL,OGG,5498
RT39784,BOM,ONT,14002
RT39785,LYS,RUN,8982
RT39786,AMS,PNH,9665
RT39787,CAN,MCO,14043
RT39788,POA,IAH,8144
RT39789,ANC,IND,4848
RT39790,MVD,PUJ,6079
RT39791,CNF,CPH,9909
RT39792,HGH,SNA,10636
RT39793,LIN,GUM,12087
RT39794,BGY,KHH,9706
RT39795,LED,CEB,9224
RT39796,DEL,SEZ,4357
RT39797,SLC,HND,8809
RT39798,LGA,DME,7536
RT39799,PPT,KIX,9809
RT39800,GYE,SOF,11254
RT39801,ISB,CNF,13655
RT39802,BNE,TNR,10507
RT39803,CPT,CNF,6316
RT39804,JED,MAD,4517
RT39805,LHR,CMB,8714
RT39806,URC,GIG,14966
RT39807,BEY,TUS,11884
RT39808,GIG,UIO,4556
RT39809,HND,VCE,9572
RT39810,TUS,LIS,8738
RT39811,PRG,GMP,8247
RT39812,BLQ,MLE,7507
RT39813,VIE,ELP,9473
RT39814,CPT,NAP,8335
RT39815,RUN,GLA,10215
RT39816,AMM,CGK,8568
RT39817,OTP,LIH,12594
RT39818,ZRH,TPE,9521
RT39819,SOF,CAN,8262
RT39820,KTM,PSP,12796
RT39821,LIH,DUS,11755
RT39822,VLC,HKG,10348
RT39823,PBH,HEL,5991
RT39824,SKP,GIG,9804
RT39825,CNS,ISB,9521
RT39826,CNF,HYD,13961
RT39827,NRT,CAI,9587
RT39828,VIE,DPS,11367
RT39829,OGG,MIA,7684
RT39830,DUR,KBP,8891
RT39831,LHE,SYD,10838
RT39832,UPG,MAD,13133
RT39833,CMB,TLV,5406
RT39834,AUS,GRU,8086
RT39835,BUD,DFW,9058
RT39836,WAW,MIA,8490
RT39837,PBH,CPT,10105
RT39838,CWB,ZAG,10294
RT39839,NRT,ELP,9782
RT39840,BNE,KWI,12818
RT39841,PPT,VIE,16393
RT39842,BEG,MRU,8184
RT39843,WLG,CLT,13580
RT39844,PTY,BNE,14157
RT39845,VNO,WDH,8607
RT39846,RTM,PUJ,7221
RT39847,ZRH,BWI,6604
RT39848,DXB,BOI,12314
RT39849,TXL,KIN,8438
RT39850,NAP,ORD,7939
RT39851,VIE,SGN,9120
RT39852,CNF,VCE,9199
RT39853,SGN,SLC,13040
RT39854,BOG,MSQ,10375
RT39855,CAN,SDQ,15353
RT39856,MVD,KHH,18607
RT39857,PUJ,LXZ,14246
RT39858,ACC,CSX,11962
RT39859,EDI,SJO,8519
RT39860,SJC,VTE,12298
RT39861,TIA,SCL,12419
RT39862,CPT,CDG,9363
RT39863,TFS,URC,8908
RT39864,LHE,GLA,6483
RT39865,TUS,FAO,8930
RT39866,KTM,PIT,12288
RT39867,LXZ,GYE,16844
RT39868,VVO,DUS,8245
RT39869,BEL,AMM,9565
RT39870,TIA,BKK,8264
RT39871,SLC,MRS,8738
RT39872,MSY,BGY,8378
RT39873,VIE,NAS,8249
RT39874,SIN,LAX,14100
RT39875,SJJ,GIG,9701
RT39876,EVN,ELP,11466
RT39877,OGG,RIX,11361
RT39878,CNF,BOI,10156
RT39879,STL,NBO,13246
RT39880,PHL,KWI,10350
RT39881,BOM,ZAG,5944
RT39882,RTM,PKX,7911
RT39883,LTN,CLT,6401
RT39884,FRA,BOM,6569
RT39885,LIN,TPE,9596
RT39886,ACC,UPG,13344
RT39887,URC,HAM,5491
RT39888,NBO,CAN,8678
RT39889,VVI,MCO,5483
RT39890,IST,MEX,11388
RT39891,CPT,MSP,14209
RT39892,CNF,ZAG,9447
RT39893,MVD,SHA,19541
RT39894,DPS,SJO,17885
RT39895,MAN,CNS,15105
RT39896,MAO,FOC,17468
RT39897,UIO,KBP,11369
RT39898,STL,LUN,13551
RT39899,FAO,STL,6967
RT39900,SKP,DAR,5716
RT39901,MCO,TLV,10496
RT39902,KHH,LGW,9977
RT39903,KUL,OTP,8657
RT39904,SVX,MSP,8458
RT39905,TFS,POA,7426
RT39906,IAD,CMN,6148
RT39907,MEX,HAM,9463
RT39908,TIJ,OVB,10100
RT39909,BEL,ANC,10756
RT39910,AUH,BCN,5167
RT39911,SEZ,CGN,7698
RT39912,CNF,MRU,10396
RT39913,BNA,WLG,13191
RT39914,MXP,PNH,9560
RT39915,BEL,BRU,7653
RT39916,GDL,AMM,12766
RT39917,STL,HER,9447
RT39918,WDH,CWB,6706
RT39919,SVX,LPB,13860
RT39920,SKG,PVG,8489
RT39921,LHR,CPT,9681
RT39922,SFO,GYD,11297
RT39923,EVN,VVI,12732
RT39924,MTY,BEL,6310
RT39925,NBO,NAS,12517
RT39926,IND,NRT,10358
RT39927,ISB,BOD,6257
RT39928,TLL,PIT,6973
RT39929,TLL,BEL,9206
RT39930,RIX,SAN,9398
RT39931,DOH,BUR,13317
RT39932,CGN,SLC,8238
RT39933,AKL,VIE,17857
RT39934,TNR,WAW,8297
RT39935,CAN,RDU,13303
RT39936,YYZ,HND,10346
RT39937,BNE,CTU,8293
RT39938,CVG,UPG,15518
RT39939,WAW,TPE,8491
RT39940,GRU,MRU,10463
RT39941,BKK,LTN,9557
RT39942,KOA,DME,11555
RT39943,MVD,NRT,18529
RT39944,OAK,CDG,8945
RT39945,KRK,VTE,7975
RT39946,GIG,UPG,16396
RT39947,TPE,EWR,12530
RT39948,CGO,ATH,7737
RT39949,GRU,AKL,12024
RT39950,ABQ,KWL,12283
RT39951,CGK,ABJ,12339
RT39952,IKA,DVO,8145
RT39953,ADD,ICN,9195
RT39954,KMG,FOR,15265
RT39955,SLC,LAD,13580
RT39956,DPS,CDG,12382
RT39957,CMN,IKA,5313
RT39958,SOF,ACC,4732
RT39959,HAM,VTE,8572
RT39960,SLC,LHR,7810
RT39961,DMK,EWR,13919
RT39962,NCE,DVO,11657
RT39963,SUB,ANC,11112
RT39964,HAN,BOG,17133
RT39965,CPT,MUC,9179
RT39966,CAI,TUS,12037
RT39967,AMS,ITO,11770
RT39968,HRE,FOC,10730
RT39969,CWB,PUJ,5324
RT39970,DAC,DRW,5966
RT39971,MRU,GEG,16961
RT39972,BEG,RUN,8131
RT39973,SEZ,VVI,12844
RT39974,OGG,LHE,12058
RT39975,DME,LXZ,5060
RT39976,SJC,MIA,4111
RT39977,LOS,MSP,10003
RT39978,HND,BEY,9004
RT39979,HND,DCA,10918
RT39980,IST,FOC,8214
RT39981,BAH,ALG,4594
RT39982,ABJ,CPT,4963
RT39983,BER,DEL,5770
RT39984,RIX,BOG,10059
RT39985,CUN,KHH,14337
RT39986,SGN,PTY,17704
RT39987,CUN,DMK,16043
RT39988,ICN,TIA,8521
RT39989,PVG,CNF,18099
RT39990,HNL,MNL,8520
RT39991,RDU,LTN,6209
RT39992,CPT,ATH,8014
RT39993,ADD,STL,12551
RT39994,RDU,BNE,15068
RT39995,BAH,AKL,14671
RT39996,CGK,DUR,8274
RT39997,CTU,KIN,14620
RT39998,LTN,GUM,12011
RT39999,WLG,HER,17298
RT40000,BOM,MVD,14718
RT40001,KWL,DFW,12944
RT40002,VIE,DVO,10800
RT40003,NAP,URC,5815
RT40004,CSX,ALC,9919
RT40005,ABJ,URC,9714
RT40006,LHE,LGA,11339
RT40007,SKG,WLG,17657
RT40008,SSA,KOA,13359
RT40009,SMF,PKX,9505
RT40010,MRU,SNA,18478
RT40011,SJO,CTU,15420
RT40012,HEL,DFW,8387
RT40013,KOA,MAA,12867
RT40014,FAO,ITO,12824
RT40015,ADD,ITO,16481
RT40016,SFO,TXL,9111
RT40017,YUL,FOR,6487
RT40018,CPH,DXB,4818
RT40019,LIH,HAM,11545
RT40020,LPB,HND,16531
RT40021,LAS,DRW,12961
RT40022,PRG,MVD,11687
RT40023,HYD,SCL,16458
RT40024,ATH,BOG,10391
RT40025,MXP,TUS,9453
RT40026,PNH,LAS,13260
RT40027,TUS,URC,11357
RT40028,LTN,BLR,8040
RT40029,CHC,MCI,13073
RT40030,ADL,LOS,14461
RT40031,LAX,LPL,8501
RT40032,NAN,MRU,12194
RT40033,RUN,ICN,9845
RT40034,SZX,BGY,9252
RT40035,LGA,MXP,6410
RT40036,WDH,EWR,11745
RT40037,ONT,URC,10981
RT40038,RNO,BLR,13882
RT40039,MAO,GEG,7914
RT40040,GRU,ABQ,9075
RT40041,SJO,SLC,4377
RT40042,BEY,IAH,11240
RT40043,BWI,AUH,11321
RT40044,ASU,WLG,10861
RT40045,LAX,CEB,11804
RT40046,PBH,SDQ,14442
RT40047,HBA,KIX,8682
RT40048,PBH,CLE,12310
RT40049,LUN,OVB,9325
RT40050,HND,SVX,6131
RT40051,BSB,NAS,5562
RT40052,CPH,SCL,12631
RT40053,DPS,FOR,16783
RT40054,ORD,DMK,13739
RT40055,DUS,DEN,7901
RT40056,GDL,WUH,13043
RT40057,EVN,DUB,4030
RT40058,SVO,CMB,6574
RT40059,EWR,OTP,7652
RT40060,MIA,BAH,12192
RT40061,IST,NBO,4807
RT40062,LAD,RNO,14251
RT40063,ELP,DUS,8709
RT40064,CSX,SFO,10684
RT40065,CKG,PPT,12260
RT40066,BUR,WLG,10818
RT40067,IAH,SZX,13386
RT40068,TUS,DKR,9459
RT40069,ABJ,CLE,8614
RT40070,RUH,MIA,11998
RT40071,SJO,KWI,13287
RT40072,SUB,VVI,17196
RT40073,BNE,FOC,6925
RT40074,HGH,GVA,9257
RT40075,WLG,DEL,12657
RT40076,OAK,REC,10323
RT40077,ATH,SJO,10872
RT40078,SNA,BAH,13239
RT40079,HNL,HGH,8066
RT40080,DMK,KBP,7386
RT40081,POA,GEG,10871
RT40082,PTY,CGK,19273
RT40083,RDU,PKX,11488
RT40084,FOC,HEL,7773
RT40085,TPE,AMM,8154
RT40086,JFK,BUD,7015
RT40087,TUS,KWL,12298
RT40088,GDL,PKX,12168
RT40089,PPT,LGA,10129
RT40090,IKA,SIN,6627
RT40091,HBA,URC,11340
RT40092,MEL,DOH,11957
RT40093,GVA,DFW,8330
RT40094,ISB,MXP,5516
RT40095,UIO,DCA,4336
RT40096,WLG,BOG,12102
RT40097,ARN,DAR,7633
RT40098,LIN,PUJ,7597
RT40099,SIN,IAD,15529
RT40100,VLC,SZX,10314
RT40101,POA,ADL,12722
RT40102,BOG,MNL,17302
RT40103,GYD,DEN,10723
RT40104,LAD,CAN,11418
RT40105,IND,VLC,7035
RT40106,BOS,HND,10803
RT40107,ICN,YUL,10574
RT40108,NAN,AGP,17902
RT40109,SIN,BHX,10943
RT40110,GLA,OAK,8069
RT40111,YYZ,CMB,13995
RT40112,SEA,CPT,16443
RT40113,CHC,MPM,11282
RT40114,MRU,BEG,8184
RT40115,PTY,IKA,12851
RT40116,PKX,SNA,10148
RT40117,SEA,PTY,5866
RT40118,NCE,SCL,11646
RT40119,MAO,STL,5589
RT40120,BOS,BWN,14720
RT40121,PIT,GUM,12430
RT40122,SAW,BOS,7789
RT40123,MCO,SKP,8906
RT40124,IAD,ZRH,6673
RT40125,LED,PTY,10203
RT40126,BUD,UPG,11195
RT40127,CPT,KBP,9453
RT40128,ABQ,DEL,12932
RT40129,PNH,CVG,14303
RT40130,DOH,OGG,14054
RT40131,HAM,CSX,8326
RT40132,SZX,BUD,8503
RT40133,CVG,SZG,7406
RT40134,DUS,RUN,9323
RT40135,CLE,DEL,11939
RT40136,BEG,ISB,4625
RT40137,LGA,BUD,7011
RT40138,XIY,NAS,13368
RT40139,HEL,MIA,8326
RT40140,MCI,ALC,7740
RT40141,EWR,SEZ,13610
RT40142,PBH,VNO,5912
RT40143,PER,HAN,6008
RT40144,TPE,CHC,9246
RT40145,GRU,VVO,17791
RT40146,BUD,CSX,8021
RT40147,ADL,SOF,14466
RT40148,CEB,OAK,11320
RT40149,NAP,AUH,4150
RT40150,BFS,AKL,18051
RT40151,LAX,AUH,13482
RT40152,BER,PHL,6538
RT40153,MTY,SOF,10457
RT40154,CHC,YYZ,14399
RT40155,LPB,OTP,11620
RT40156,MEL,CGK,5210
RT40157,KIN,BUR,4489
RT40158,CGN,SAN,9241
RT40159,TLS,ITO,12571
RT40160,PUJ,TLL,8415
RT40161,CLT,MLE,14886
RT40162,GIG,PVG,18271
RT40163,NRT,GVA,9810
RT40164,KRK,BKK,8203
RT40165,OGG,AMS,11672
RT40166,LJU,REP,8886
RT40167,CLE,FOR,6664
RT40168,LHE,TNR,6289
RT40169,SVO,CEB,8846
RT40170,LYS,SZX,9569
RT40171,ORY,CMH,6487
RT40172,LGA,WLG,14416
RT40173,BER,HKG,8734
RT40174,BEY,BWI,9313
RT40175,MCO,CPT,12570
RT40176,KBP,IAH,9637
RT40177,PRG,AKL,17886
RT40178,DXB,CVG,11746
RT40179,VVI,SLC,8220
RT40180,NTE,NAN,16745
RT40181,CMB,ATL,15183
RT40182,CPT,GDL,14158
RT40183,AMM,LIM,12881
RT40184,BWN,LTN,11258
RT40185,UPG,JNB,9890
RT40186,SKP,KUL,8983
RT40187,KOA,VTE,10469
RT40188,PVG,CMH,11704
RT40189,LUN,YYZ,12622
RT40190,SEA,MEL,13174
RT40191,CPT,MAO,8773
RT40192,HKG,YVR,10269
RT40193,VTE,IND,13532
RT40194,KOA,ZAG,12690
RT40195,YYZ,ISB,10990
RT40196,FRA,XIY,7798
RT40197,AMM,OAK,11969
RT40198,TLS,SVX,4319
RT40199,OVB,OGG,9899
RT40200,LPL,HAN,9291
RT40201,TLL,ELP,8926
RT40202,LHE,CNF,13772
RT40203,IAD,TBS,9327
RT40204,MAA,OGG,12775
RT40205,DVO,ABJ,14252
RT40206,AUS,FCO,9268
RT40207,SSA,DUR,7331
RT40208,ZRH,VVI,10140
RT40209,HND,VLC,10729
RT40210,HBA,PRG,16407
RT40211,SVO,BOI,8673
RT40212,KIX,TLV,8895
RT40213,FOR,SMF,9670
RT40214,BOD,ONT,9182
RT40215,NBO,DKR,6245
RT40216,GIG,PPT,10842
RT40217,TPE,BNA,12605
RT40218,RUN,SJO,15545
RT40219,TNR,JED,4590
RT40220,PDX,TXL,8320
RT40221,LHR,HRE,8303
RT40222,MAO,AMS,8608
RT40223,SDQ,ANC,7703
RT40224,KTM,HBA,10088
RT40225,ICN,AUS,11204
RT40226,EDI,SUB,12293
